Date,Date Added,Location,Endroit,Address,Address-fr,Transit Route,Details,Précisions
11/11/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,15,Flight Rd. east to Balmoral at Sargent Ave. from 7:35 a.m. to 7:50 a.m.|Vaughn St at Portage Ave. north to Wellington Ave. / Flight Rd. 11:35 p.m. to 11:50 p.m.,"Depuis le ch. Flight en direction est jusqu’au coin de Balmoral et de l’av. Sargent, entre 7 h 35 et 7 h 50|Depuis le coin de la rue Vaughan et de l’av. Portage en direction nord jusqu’au coin de l’av.  Wellington et du ch. Flight, entre 23 h 35 et 23 h 50"
10/26/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,20,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
10/31/2020 12:00:00 AM,11/09/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, ligne",,,33,Route 14: Approx. 11 a.m. from St. Mary’s Rd./Kingswood Ave. to Downtown|Route 33: Approx. 11:30 a.m. from Downtown to Tecumseh St./ William Ave.|Route 33 or Route 19: Approx. 9:30 p.m. from Tecumseh St./ William Ave. to Vaughn St. and Portage Ave.|Route 14: Approximately 10:30 p.m. from Edmonton Ave. and Portage Ave. to St. Mary’s Rd./Kingswood Ave.,"Ligne 14 : à environ 11 h depuis le coin du ch. St. Mary’s et de l’av. Kingswood jusqu’au centre-ville|Ligne 33 : à environ 11 h 30 depuis le centre-ville jusqu’au coin de la rue Tecumseh et de l’av. William|Ligne 33 ou 19 : à environ 21 h 30, depuis le coin de la rue Tecumseh et de l’av. William jusqu’au coin de la rue Vaughan et de l’av. Portage|Ligne 14 : à environ 22 h 30, depuis le coin de l’av. Edmonton et de l’av. Portage jusqu’au coin du ch. St. Mary’s et de l’av. Kingswood."
11/04/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,10,November 4 and November 6:|Route 19 - 10:20 a.m. and 2 p.m.|Route 10 - 11:03 a.m. and 1:10 p.m.|November 5:|Route 19 - 2:30 p.m.,Le 4 et le 6 novembre:|Ligne 19 – À 10 h 20 et à 14 h|Ligne 10 – À 11 h 03 et à 13 h 10|Le 5 novembre :|Ligne 19 – À 14 h 30
11/10/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,15,Flight Rd. east to Balmoral at Sargent Ave. from 7:35 a.m. to 7:50 a.m.|Vaughn St at Portage Ave. north to Wellington Ave. / Flight Rd. 11:35 p.m. to 11:50 p.m.,"Depuis le ch. Flight en direction est jusqu’au coin de Balmoral et de l’av. Sargent, entre 7 h 35 et 7 h 50|Depuis le coin de la rue Vaughan et de l’av. Portage en direction nord jusqu’au coin de l’av.  Wellington et du ch. Flight, entre 23 h 35 et 23 h 50"
10/28/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,47,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
10/05/2020 12:00:00 AM,10/19/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,75,At 8:00 a.m. Route 75 Lagimodière Boulevard and St. Anne’s Road - to Kildonan Place Mall.,"À 8 h. Ligne 75. Depuis l’intersection du boulevard Lagimodière et du chemin St. Anne’s, jusqu’au centre commercial Kildonan Place."
10/28/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,20,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
10/23/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,16,Approx. 2:45 p.m. Kingston Row to Pembina at Bishop Grandin.,"Vers 14 h 45, depuis Kingston Row jusqu’au coin de Pembina et Bishop Grandin"
10/26/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,55,"Approx. 1:30 p.m., route 10 from Provencher at Aulneau, then route 55 from Portage and Fort to the COVID-19 test site at 604 St. Mary’s Rd. at 1:50 p.m. |At 2:45 p.m. or 3:30 p.m. route 14 from the COVID-19 test site at 604 St. Mary’s Rd. to St. Mary’s at Traverse, then route 10 to Des Meurons at de la Cathedrale.","Vers 13 h 30, ligne 10 depuis le coin de Provencher et Aulneau, puis ligne 55 depuis le coin de Portage et Fort jusqu’au site de dépistage de la COVID-19 au 604, ch. St. Mary’s à 13 h 50|À 14 h 45 ou 15 h 30, ligne 14, depuis le site de dépistage de la COVID-19 au 604, ch. St. Mary’s jusqu’au coin de St. Mary’s et Traverse, puis ligne 10 jusqu’au coin de Des Meurons et de la Cathédrale"
11/06/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,BLUE - St. Norbert Branch,Garry St. (Winnipeg Square) at 4:40 p.m. to southbound Pembina Hwy. at Greencrest Ave. at 5:10 p.m.,Depuis la rue Garry (Winnipeg Square) à 16 h 40 jusqu’au coin du ch. Pembina et de l’av. Greencrest en direction sud à 17 h 10
10/29/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,20,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
09/23/2020 12:00:00 AM,10/02/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,14,"On Wednesday, September 23, and Thursday, September 24, the individual rode route 10, boarding the bus at Provencher Boulevard and Rue Saint-Jean-Baptiste, and exiting at Portage Avenue at Donald Street. The individual then transferred to a route 14 bus, exiting at Ellice Avenue at Simcoe Street. The individual travelled on both days between 8 a.m. and 9 a.m.","Le mercredi 23 septembre et le jeudi 24 septembre, la personne a pris la ligne 10. Elle a embarqué dans l’autobus à l’intersection du boulevard Provencher et de la rue Saint-Jean-Baptiste, et a débarqué à l’intersection de l’avenue Portage et de la rue Donald. La personne a ensuite pris un autobus de correspondance de la ligne 14, dont elle a débarqué à l’intersection de l’avenue Ellice et de la rue Simcoe. La personne s’est déplacée entre 8 h et 9 h les deux jours."
12/15/2020 12:00:00 AM,12/21/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",14,Route 14 from Britannica Rd. and Paddington Rd. to Bishop Grandin Blvd. and St. Mary's Rd. at approximately 9:17 a.m.|Route 75 from Bishop Grandin Blvd. and St. Mary's Rd. to Lakewood Blvd. and Tamarac Bay at approximately 9:17 a.m.|Route 16 from Autumnwood Dr. and Cottonwood Rd. to Fermor Ave. and St. Mary's Rd. at approximately 12:21 p.m. |Route 75 from Lakewood Blvd. and Tamarac Bay to Bishop Grandin Blvd.  and St. Mary's Rd. at approximately 12:34 p.m. |Route 14 from Fermor Ave. and St. Mary's Rd. to Britannica Rd. and Paddington Rd. at approximately 12:45 p.m. |Route 14 from Bishop Grandin Blvd. and St. Mary's Rd. to Britannica Rd. and Paddington Rd. at approximately 12:59 p.m.,"Ligne 14, depuis le coin du ch. Britannica et du ch. Paddington jusqu’au coin du boul. Bishop Grandin et du ch. St. Mary's, à environ 9 h 17|Ligne 75, depuis le coin du boul. Bishop Grandin et du ch. St. Mary's jusqu’au coin du boul. Lakewood et de la baie Tamarac, à environ 9 h 17|Ligne 16, depuis le coin de la prom. Autumnwood et du ch. Cottonwood jusqu’au coin de l’av. Fermor et du ch. St. Mary's, à environ 12 h 21 |Ligne 75, depuis le coin du boul. Lakewood et de la baie Tamarac jusqu’au coin du boul. Bishop Grandin et du ch. St. Mary's, à environ 12 h 34 |Ligne 14, depuis le coin de l’av. Fermor et du ch. St. Mary's jusqu’au coin du ch. Britannica et du ch. Paddington, à environ 12 h 45 |Ligne 14, depuis le coin du boul. Bishop Grandin et du ch. St. Mary's jusqu’au coin du ch. Britannica et du ch. Paddington, à environ 12 h 59"
12/15/2020 12:00:00 AM,12/21/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",14,Route 14 from Britannica Rd. and Paddington Rd. to Bishop Grandin Blvd. and St. Mary's Rd. at approximately 9:17 a.m.|Route 75 from Bishop Grandin Blvd. and St. Mary's Rd. to Lakewood Blvd. and Tamarac Bay at approximately 9:17 a.m.|Route 16 from Autumnwood Dr. and Cottonwood Rd. to Fermor Ave. and St. Mary's Rd. at approximately 12:21 p.m. |Route 75 from Lakewood Blvd. and Tamarac Bay to Bishop Grandin Blvd.  and St. Mary's Rd. at approximately 12:34 p.m. |Route 14 from Fermor Ave. and St. Mary's Rd. to Britannica Rd. and Paddington Rd. at approximately 12:45 p.m. |Route 14 from Bishop Grandin Blvd. and St. Mary's Rd. to Britannica Rd. and Paddington Rd. at approximately 12:59 p.m.,"Ligne 14, depuis le coin du ch. Britannica et du ch. Paddington jusqu’au coin du boul. Bishop Grandin et du ch. St. Mary's, à environ 9 h 17|Ligne 75, depuis le coin du boul. Bishop Grandin et du ch. St. Mary's jusqu’au coin du boul. Lakewood et de la baie Tamarac, à environ 9 h 17|Ligne 16, depuis le coin de la prom. Autumnwood et du ch. Cottonwood jusqu’au coin de l’av. Fermor et du ch. St. Mary's, à environ 12 h 21 |Ligne 75, depuis le coin du boul. Lakewood et de la baie Tamarac jusqu’au coin du boul. Bishop Grandin et du ch. St. Mary's, à environ 12 h 34 |Ligne 14, depuis le coin de l’av. Fermor et du ch. St. Mary's jusqu’au coin du ch. Britannica et du ch. Paddington, à environ 12 h 45 |Ligne 14, depuis le coin du boul. Bishop Grandin et du ch. St. Mary's jusqu’au coin du ch. Britannica et du ch. Paddington, à environ 12 h 59"
12/18/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",33,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 11:23 a.m. to Graham Ave. and Donald St. at noon |Route 33 from Graham Ave. and Donald St. at approximately 12:06 p.m. to William St. and Sherbrook St. at 12:18 p.m.|Route 33 William St. and Sherbrook St. at approximately 1:04 p.m. to Vaughan St. and Graham Ave. at approximately 1:13 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 1:16 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 1:54 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 11 h 23, jusqu’au coin de l’av. Graham et de la rue Donald, à midi |Ligne 33, depuis le coin de l’av. Graham et de la rue Donald, à environ 12 h 06, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 12 h 18|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 13 h 04, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 13 h 13|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 13 h 16, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 13 h 54"
12/18/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",33,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 11:23 a.m. to Graham Ave. and Donald St. at noon |Route 33 from Graham Ave. and Donald St. at approximately 12:06 p.m. to William St. and Sherbrook St. at 12:18 p.m.|Route 33 William St. and Sherbrook St. at approximately 1:04 p.m. to Vaughan St. and Graham Ave. at approximately 1:13 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 1:16 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 1:54 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 11 h 23, jusqu’au coin de l’av. Graham et de la rue Donald, à midi |Ligne 33, depuis le coin de l’av. Graham et de la rue Donald, à environ 12 h 06, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 12 h 18|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 13 h 04, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 13 h 13|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 13 h 16, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 13 h 54"
12/21/2020 12:00:00 AM,12/31/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",28,Route 28 from Portage Ave. and Garry St at approximately 7 a.m. to King Edward St. and Dublin Ave. at approximately 7:15 a.m.|King Edward St. and Border St. to the Centennial Concert Hall at approximately 3:30 p.m.|Route 11 from the Centennial Concert Hall at approximately 4 p.m. to Henderson Hwy. and Gilmore Ave. at approximately 4:15 p.m.,"Ligne 28, depuis le coin de l’av. Portage et de la rue Garry, à environ 7 h, jusqu’au coin de la rue King Edward et de l’av. Dublin, à environ 7 h 15|Depuis le coin de la rue King Edward et de la rue Border, jusqu’à la salle des concerts du Centenaire, à environ 15 h 30|Ligne 11, depuis la salle des concerts du Centenaire, à environ 16 h, jusqu’au coin du ch. Henderson et de l’avenue Gilmore, à environ 16 h 15"
12/17/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",33,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 1:26 p.m. to Graham Ave. and Donald St. at approximately 2:04 p.m. |Route 33 from Graham Ave. and Donald St. at approximately 2:20 p.m. to William St. and Sherbrook St. at 2:41 p.m.|Route 33 William St. and Sherbrook St. at approximately 4:10 p.m. to Vaughan St. and Graham Ave. at approximately 4:21 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 4:26 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 5:10 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 13 h 26, jusqu’au coin de l’av. Graham et de la rue Donald, à environ 14 h 04 |Ligne 33, depuis le coin de l’av. Graham et la rue Donald, à environ 14 h 20, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 14 h 41|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 16 h 10, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 16 h 21|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 16 h 26, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 17 h 10"
12/17/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",33,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 1:26 p.m. to Graham Ave. and Donald St. at approximately 2:04 p.m. |Route 33 from Graham Ave. and Donald St. at approximately 2:20 p.m. to William St. and Sherbrook St. at 2:41 p.m.|Route 33 William St. and Sherbrook St. at approximately 4:10 p.m. to Vaughan St. and Graham Ave. at approximately 4:21 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 4:26 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 5:10 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 13 h 26, jusqu’au coin de l’av. Graham et de la rue Donald, à environ 14 h 04 |Ligne 33, depuis le coin de l’av. Graham et la rue Donald, à environ 14 h 20, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 14 h 41|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 16 h 10, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 16 h 21|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 16 h 26, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 17 h 10"
12/18/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",BLUE,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 11:23 a.m. to Graham Ave. and Donald St. at noon |Route 33 from Graham Ave. and Donald St. at approximately 12:06 p.m. to William St. and Sherbrook St. at 12:18 p.m.|Route 33 William St. and Sherbrook St. at approximately 1:04 p.m. to Vaughan St. and Graham Ave. at approximately 1:13 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 1:16 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 1:54 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 11 h 23, jusqu’au coin de l’av. Graham et de la rue Donald, à midi |Ligne 33, depuis le coin de l’av. Graham et de la rue Donald, à environ 12 h 06, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 12 h 18|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 13 h 04, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 13 h 13|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 13 h 16, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 13 h 54"
12/18/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",BLUE,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 11:23 a.m. to Graham Ave. and Donald St. at noon |Route 33 from Graham Ave. and Donald St. at approximately 12:06 p.m. to William St. and Sherbrook St. at 12:18 p.m.|Route 33 William St. and Sherbrook St. at approximately 1:04 p.m. to Vaughan St. and Graham Ave. at approximately 1:13 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 1:16 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 1:54 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 11 h 23, jusqu’au coin de l’av. Graham et de la rue Donald, à midi |Ligne 33, depuis le coin de l’av. Graham et de la rue Donald, à environ 12 h 06, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 12 h 18|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 13 h 04, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 13 h 13|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 13 h 16, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 13 h 54"
12/17/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",BLUE,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 1:26 p.m. to Graham Ave. and Donald St. at approximately 2:04 p.m. |Route 33 from Graham Ave. and Donald St. at approximately 2:20 p.m. to William St. and Sherbrook St. at 2:41 p.m.|Route 33 William St. and Sherbrook St. at approximately 4:10 p.m. to Vaughan St. and Graham Ave. at approximately 4:21 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 4:26 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 5:10 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 13 h 26, jusqu’au coin de l’av. Graham et de la rue Donald, à environ 14 h 04 |Ligne 33, depuis le coin de l’av. Graham et la rue Donald, à environ 14 h 20, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 14 h 41|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 16 h 10, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 16 h 21|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 16 h 26, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 17 h 10"
12/21/2020 12:00:00 AM,12/31/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",11,Route 28 from Portage Ave. and Garry St at approximately 7 a.m. to King Edward St. and Dublin Ave. at approximately 7:15 a.m.|King Edward St. and Border St. to the Centennial Concert Hall at approximately 3:30 p.m.|Route 11 from the Centennial Concert Hall at approximately 4 p.m. to Henderson Hwy. and Gilmore Ave. at approximately 4:15 p.m.,"Ligne 28, depuis le coin de l’av. Portage et de la rue Garry, à environ 7 h, jusqu’au coin de la rue King Edward et de l’av. Dublin, à environ 7 h 15|Depuis le coin de la rue King Edward et de la rue Border, jusqu’à la salle des concerts du Centenaire, à environ 15 h 30|Ligne 11, depuis la salle des concerts du Centenaire, à environ 16 h, jusqu’au coin du ch. Henderson et de l’avenue Gilmore, à environ 16 h 15"
12/17/2020 12:00:00 AM,12/24/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",BLUE,BLUE from Pembina Hwy. and Grandmont Blvd. at approximately 1:26 p.m. to Graham Ave. and Donald St. at approximately 2:04 p.m. |Route 33 from Graham Ave. and Donald St. at approximately 2:20 p.m. to William St. and Sherbrook St. at 2:41 p.m.|Route 33 William St. and Sherbrook St. at approximately 4:10 p.m. to Vaughan St. and Graham Ave. at approximately 4:21 p.m.|BLUE from Vaughan St. and Graham Ave. at approximately 4:26 p.m. to Pembina Hwy. and Grandmont Blvd. at approximately 5:10 p.m.,"Ligne BLEUE, depuis le coin du ch. Pembina et du boul. Grandmont, à environ 13 h 26, jusqu’au coin de l’av. Graham et de la rue Donald, à environ 14 h 04 |Ligne 33, depuis le coin de l’av. Graham et la rue Donald, à environ 14 h 20, jusqu’au coin de la rue William et de la rue Sherbrook, à environ 14 h 41|Ligne 33, depuis le coin de la rue William et de la rue Sherbrook, à environ 16 h 10, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 16 h 21|Ligne BLEUE, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 16 h 26, jusqu’au coin du ch. Pembina et du boul. Grandmont, à environ 17 h 10"
12/22/2021 12:00:00 AM,12/31/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",11,Route 28 from Portage Ave. and Garry St at approximately 7 a.m. to King Edward St. and Dublin Ave. at approximately 7:15 a.m.|King Edward St. and Border St. to the Centennial Concert Hall at approximately 3:30 p.m.|Route 11 from the Centennial Concert Hall at approximately 4 p.m. to Henderson Hwy. and Gilmore Ave. at approximately 4:15 p.m.,"Ligne 28, depuis le coin de l’av. Portage et de la rue Garry, à environ 7 h, jusqu’au coin de la rue King Edward et de l’av. Dublin, à environ 7 h 15|Depuis le coin de la rue King Edward et de la rue Border, jusqu’à la salle des concerts du Centenaire, à environ 15 h 30|Ligne 11, depuis la salle des concerts du Centenaire, à environ 16 h, jusqu’au coin du ch. Henderson et de l’avenue Gilmore, à environ 16 h 15"
12/22/2021 12:00:00 AM,12/31/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",28,Route 28 from Portage Ave. and Garry St at approximately 7 a.m. to King Edward St. and Dublin Ave. at approximately 7:15 a.m.|King Edward St. and Border St. to the Centennial Concert Hall at approximately 3:30 p.m.|Route 11 from the Centennial Concert Hall at approximately 4 p.m. to Henderson Hwy. and Gilmore Ave. at approximately 4:15 p.m.,"Ligne 28, depuis le coin de l’av. Portage et de la rue Garry, à environ 7 h, jusqu’au coin de la rue King Edward et de l’av. Dublin, à environ 7 h 15|Depuis le coin de la rue King Edward et de la rue Border, jusqu’à la salle des concerts du Centenaire, à environ 15 h 30|Ligne 11, depuis la salle des concerts du Centenaire, à environ 16 h, jusqu’au coin du ch. Henderson et de l’avenue Gilmore, à environ 16 h 15"
01/06/2021 12:00:00 AM,01/11/2021 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes","Régie des transports de Winnipeg, lignes",38,Route 60 from Bison Drive at approximately 2:05 p.m. to Vaughan Street and Graham Avenue at approximately 2:05 p.m.|Route 38 from Vaughan Street and Graham Avenue at approximately 2:17 p.m. to McPhillips Street Walmart at approximately 2:40 p.m.|Route 38 from McPhillips Street Walmart at approximately 11:30 p.m. to Vaughan Street and Graham Avenue at approximately 11:50 p.m. |Route 60 from Vaughan Street at Portage Avenue at approximately 11:52 p.m. to Bison Drive at approximately 12:15 a.m.,"Ligne 60, depuis la prom. Bison, à environ 14 h 05, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 14 h 05|Ligne 38, depuis le coin de la rue Vaughan et de l’av. Graham, à environ 14 h 17, jusqu’au Walmart de la rue McPhillips, à environ 14 h 40|Ligne 38, depuis le Walmart de la rue McPhillips, à environ 23 h 30, jusqu’au coin de la rue Vaughan et de l’av. Graham, à environ 23 h 50 |Ligne 60, depuis le coin de la rue Vaughan et de l’av. Portage, à environ 23 h 52, jusqu’à la prom. Bison, à environ 0 h 15"
01/22/2021 12:00:00 AM,01/31/2021 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne","Régie des transports de Winnipeg, ligne","Régie des transports de Winnipeg, ligne",14,Route 14 from St. Mary's Road and Worthington Avenue to Portage Avenue and Garry Street at approximately 8:30 a.m.,"Ligne 14, depuis le coin du chemin St. Mary’s et de l’avenue Worthington jusqu’au coin de l’avenue Portage et de la rue Garry, à environ 8 h 30"
